0.000000,0.303643,0.334501,0.343179,0.387156,0.395867,0.402324,0.442456,0.464042,0.485137,0.487330,0.495577,0.495704,0.495927,0.504227,0.504795,0.507214,0.507279,0.510038,0.513909,0.515800,0.516569,0.518638,0.519049,0.520562,0.520607,0.522875,0.524212,0.525756,0.525933,0.526644,0.527611,0.529201,0.529467,0.531518,0.531734,0.534352,0.534459,0.534825,0.536565,0.536594,0.536656,0.537478,0.539000,0.539004,0.539585,0.540079,0.540183,0.540849,0.540900,0.547228,0.548586,0.549042,0.549134,0.549320,0.550275,0.550352,0.551426,0.551988,0.553461,0.553615,0.553622,0.554527,0.556340,0.556712,0.556772,0.556856,0.557360,0.557752,0.558478,0.558524,0.558846,0.559959,0.560602,0.561908,0.562119,0.562282,0.564073,0.564177,0.564217,0.564722,0.564766,0.564970,0.565173,0.566194,0.566387,0.566497,0.566753,0.566817,0.567137,0.568043,0.568100,0.568211,0.568246,0.568658,0.568924,0.568996,0.569166,0.569600,0.570105,0.570107,0.570407,0.570635,0.570677,0.571242,0.571621,0.571643,0.571645,0.571834,0.572023,0.572777,0.573210,0.573275,0.573390,0.573817,0.574082,0.574933,0.575152,0.575388,0.575576,0.575627,0.575720,0.576015,0.576099,0.576197,0.576692,0.577074,0.577130,0.578164,0.578372,0.578483,0.578708,0.579330,0.579476,0.579524,0.579678,0.579834,0.579933,0.579961,0.580003,0.580157,0.580504,0.581073,0.582255,0.582572,0.582735,0.582885,0.583018,0.583159,0.583181,0.583239,0.583591,0.583780,0.584145,0.584189,0.584505,0.584617,0.584679,0.584738,0.585199,0.585384,0.585479,0.585483,0.586096,0.586171,0.586248,0.586325,0.586341,0.586819,0.588003,0.588253,0.588647,0.588671,0.588740,0.589000,0.589073,0.589188,0.589547,0.589614,0.589870,0.589960,0.590017,0.590120,0.590219,0.590298,0.590705,0.591118,0.591639,0.591644,0.591936,0.591946,0.592014,0.592687,0.592983,0.593004,0.593016,0.593170,0.593886,0.594055,0.594123,0.594788,0.594808,0.594830,0.595334,0.595501,0.595579,0.595846,0.595960,0.596019,0.596069,0.596528,0.596625,0.596770,0.596781,0.596793,0.597440,0.597958,0.598038,0.598229,0.598326,0.598492,0.598542,0.598610,0.598662,0.598763,0.598799,0.598987,0.599435,0.599747,0.599974,0.600032,0.600043,0.600128,0.600197,0.600275,0.600416,0.600523,0.600562,0.600741,0.601161,0.601240,0.601292,0.601445,0.601781,0.601945,0.602075,0.602127,0.602346,0.602637,0.602799,0.603276,0.603391,0.603480,0.603516,0.603615,0.603853,0.603917,0.604322,0.604358,0.604789,0.604809,0.604826,0.604951,0.605024,0.605151,0.605194,0.605469,0.605583,0.605594,0.605850,0.605911,0.606158,0.606684,0.607010,0.607192,0.607290,0.607387,0.607470,0.607642,0.607645,0.607699,0.607838,0.607878,0.607913,0.608016,0.608216,0.608367,0.608579,0.608640,0.608762,0.608922,0.609000,0.609015,0.609442,0.609484,0.609736,0.609913,0.610052,0.610092,0.610092,0.610398
0.303643,0.000000,0.323007,0.300267,0.415705,0.490445,0.445556,0.481718,0.522525,0.420187,0.411902,0.399785,0.471742,0.476365,0.445387,0.395197,0.493477,0.538857,0.624778,0.463621,0.532690,0.426582,0.576306,0.528875,0.501046,0.497198,0.418601,0.548727,0.485268,0.525892,0.518896,0.555782,0.590602,0.580201,0.513334,0.552861,0.532221,0.549753,0.465686,0.471718,0.548875,0.541164,0.477988,0.487156,0.506836,0.531729,0.570133,0.452812,0.556828,0.499199,0.504391,0.512237,0.514462,0.621188,0.504962,0.526397,0.502982,0.611576,0.458494,0.634730,0.552191,0.505196,0.616564,0.558818,0.577086,0.478463,0.553917,0.624364,0.491891,0.594119,0.631783,0.512276,0.459276,0.495905,0.461040,0.475943,0.507660,0.699671,0.510508,0.541572,0.529489,0.438797,0.533353,0.480900,0.596446,0.440508,0.514954,0.505647,0.487467,0.589091,0.465642,0.617992,0.523324,0.520861,0.551518,0.601338,0.521737,0.595896,0.541520,0.621099,0.547619,0.621736,0.499527,0.688353,0.655194,0.517424,0.593957,0.499470,0.516815,0.535566,0.583385,0.499726,0.542773,0.491993,0.564887,0.480579,0.544775,0.551440,0.500548,0.512431,0.569131,0.562372,0.581657,0.537475,0.660923,0.554828,0.567021,0.578251,0.480050,0.491372,0.615196,0.532503,0.542070,0.609068,0.598956,0.530150,0.580342,0.551068,0.474338,0.612916,0.569434,0.486366,0.584657,0.616019,0.608232,0.532758,0.727949,0.524895,0.669063,0.608234,0.630044,0.555743,0.631562,0.513015,0.539150,0.525310,0.538526,0.532809,0.561415,0.518786,0.562094,0.528475,0.684802,0.570721,0.558098,0.656066,0.666379,0.588038,0.622121,0.636088,0.548769,0.598293,0.495130,0.577688,0.606213,0.647024,0.500822,0.584671,0.593254,0.613291,0.501664,0.583194,0.556303,0.552936,0.597742,0.584752,0.679745,0.615589,0.573400,0.562902,0.560319,0.586517,0.604640,0.478559,0.679867,0.640507,0.602285,0.535535,0.567721,0.536583,0.493636,0.631736,0.698135,0.607250,0.587515,0.540796,0.591127,0.606029,0.601355,0.557339,0.592758,0.559434,0.606643,0.618471,0.593774,0.576202,0.607504,0.570219,0.536490,0.526305,0.639249,0.530671,0.584394,0.511682,0.670135,0.556605,0.606211,0.634163,0.604309,0.544399,0.665248,0.524330,0.544842,0.537446,0.561199,0.658535,0.571217,0.520297,0.541886,0.528458,0.542461,0.752331,0.578103,0.501846,0.469621,0.586540,0.595243,0.549698,0.483191,0.557238,0.590348,0.555273,0.704757,0.641593,0.613113,0.580055,0.584770,0.664998,0.706777,0.597680,0.573547,0.551175,0.594676,0.505983,0.614870,0.556240,0.629093,0.648212,0.583352,0.649244,0.540760,0.549355,0.597307,0.611898,0.696661,0.486681,0.528892,0.692281,0.638948,0.535383,0.574666,0.634358,0.597321,0.545066,0.586145,0.634292,0.525405,0.612311,0.569801,0.673383,0.576558,0.546204,0.582853,0.505332,0.630280,0.638883,0.542358,0.523186,0.587538,0.650746,0.659217
0.334501,0.323007,0.000000,0.297537,0.493664,0.462836,0.389564,0.562769,0.511205,0.364115,0.421397,0.418149,0.585443,0.440955,0.566969,0.612795,0.479556,0.475761,0.818220,0.531768,0.611414,0.457451,0.575375,0.569164,0.450320,0.638936,0.395057,0.555045,0.483163,0.498587,0.490161,0.406131,0.679689,0.644866,0.492689,0.700013,0.478575,0.661957,0.402255,0.419751,0.549661,0.699324,0.372925,0.417100,0.487640,0.509187,0.598893,0.504176,0.552269,0.402435,0.583456,0.527226,0.617489,0.762955,0.467360,0.605787,0.528313,0.710075,0.535398,0.591005,0.552541,0.487182,0.521283,0.423807,0.733328,0.560426,0.537908,0.675325,0.371120,0.691250,0.792007,0.601723,0.493928,0.465223,0.416681,0.439431,0.554743,0.775193,0.600240,0.707038,0.485647,0.564349,0.444150,0.441864,0.566329,0.442321,0.499839,0.484685,0.468679,0.651752,0.423959,0.680911,0.614220,0.550061,0.610885,0.677588,0.500714,0.504831,0.507345,0.551289,0.483986,0.573840,0.428266,0.740290,0.643218,0.511055,0.613953,0.575839,0.521431,0.513277,0.514175,0.536023,0.520034,0.621777,0.665492,0.438018,0.522005,0.566910,0.493237,0.470311,0.643576,0.595977,0.598324,0.575343,0.631806,0.433363,0.613919,0.556031,0.582563,0.485591,0.544212,0.668520,0.506493,0.605346,0.495648,0.540135,0.697635,0.548399,0.523866,0.594665,0.628359,0.654735,0.576771,0.570676,0.637449,0.533023,0.823640,0.539426,0.667952,0.650235,0.622964,0.559707,0.735742,0.536396,0.518994,0.461985,0.716293,0.676951,0.619270,0.573486,0.567310,0.721944,0.769257,0.628469,0.507547,0.654967,0.760672,0.723670,0.640288,0.804107,0.492256,0.557322,0.429148,0.671367,0.667885,0.632770,0.594657,0.650109,0.546821,0.545926,0.660824,0.537348,0.510382,0.401848,0.476528,0.658319,0.608575,0.631846,0.549846,0.614974,0.654729,0.520633,0.701251,0.472631,0.581678,0.707367,0.648249,0.566553,0.624679,0.543438,0.451943,0.779397,0.814140,0.501914,0.677854,0.446299,0.592601,0.623504,0.552150,0.571625,0.589493,0.444868,0.671019,0.636368,0.595073,0.527208,0.627802,0.550183,0.463344,0.483740,0.585841,0.479977,0.553680,0.508682,0.758421,0.611524,0.635528,0.701545,0.429536,0.526618,0.709710,0.641448,0.568958,0.656296,0.489993,0.688317,0.646642,0.631827,0.577783,0.579510,0.594756,0.830200,0.538869,0.635630,0.555523,0.614297,0.552844,0.519883,0.602976,0.666902,0.721826,0.662970,0.780382,0.716486,0.595571,0.478859,0.592079,0.574160,0.747350,0.652636,0.550681,0.558386,0.625007,0.677827,0.629077,0.611544,0.662442,0.573050,0.615508,0.608283,0.571022,0.525943,0.762119,0.707457,0.579634,0.592311,0.564717,0.780757,0.739838,0.517056,0.473439,0.731639,0.621518,0.449817,0.684713,0.723074,0.652266,0.651318,0.601694,0.544419,0.634568,0.572777,0.590987,0.606612,0.630812,0.699066,0.552765,0.544415,0.570759,0.577325,0.726705
0.343179,0.300267,0.297537,0.000000,0.523522,0.338879,0.301094,0.417919,0.429790,0.433867,0.220549,0.302277,0.432503,0.353858,0.610014,0.468067,0.535931,0.345967,0.711840,0.291729,0.432083,0.408650,0.695405,0.592543,0.605631,0.524008,0.553879,0.581620,0.585931,0.650989,0.589366,0.571842,0.733219,0.663471,0.648911,0.594352,0.710035,0.543880,0.535341,0.477854,0.534917,0.662276,0.636561,0.319526,0.421634,0.672909,0.494010,0.349852,0.615873,0.318074,0.610924,0.593306,0.464972,0.568692,0.647912,0.537715,0.670281,0.566248,0.425257,0.659313,0.440242,0.471784,0.671334,0.595194,0.694727,0.493454,0.533089,0.652266,0.446254,0.586977,0.669876,0.648661,0.376679,0.576729,0.267885,0.546440,0.717544,0.714829,0.593457,0.595126,0.656788,0.525802,0.404989,0.501091,0.733820,0.586258,0.540801,0.569161,0.607752,0.645184,0.521505,0.767132,0.551223,0.568362,0.453608,0.597346,0.688693,0.589351,0.681794,0.515706,0.577179,0.569941,0.506604,0.720176,0.573610,0.530346,0.479247,0.498860,0.608969,0.679528,0.480730,0.497727,0.454534,0.548919,0.526409,0.524031,0.585438,0.722410,0.380851,0.386387,0.452731,0.451870,0.722004,0.630163,0.659419,0.621570,0.724747,0.660954,0.376368,0.413728,0.510081,0.467006,0.663211,0.529667,0.596067,0.565602,0.481483,0.569844,0.475717,0.662724,0.776649,0.516350,0.599393,0.655675,0.558314,0.604092,0.731771,0.442216,0.698320,0.652786,0.607972,0.712929,0.678828,0.506287,0.387352,0.405554,0.641860,0.492769,0.419229,0.505945,0.579715,0.546595,0.781840,0.525318,0.476538,0.626396,0.665754,0.722751,0.647518,0.700082,0.716774,0.693457,0.581648,0.712734,0.688430,0.643680,0.493286,0.733946,0.633002,0.640963,0.478123,0.676394,0.610538,0.563055,0.548386,0.620415,0.684600,0.576989,0.660226,0.698531,0.597400,0.481692,0.641817,0.575010,0.650491,0.739096,0.758328,0.451506,0.626478,0.661678,0.588087,0.693678,0.673069,0.614057,0.695369,0.538350,0.675424,0.627144,0.654630,0.384461,0.645674,0.648103,0.686823,0.524360,0.558642,0.691661,0.643015,0.681428,0.503961,0.646204,0.554551,0.660044,0.639326,0.460049,0.747834,0.462778,0.620029,0.750040,0.522484,0.634665,0.604111,0.355642,0.474948,0.406994,0.420874,0.659644,0.463647,0.500473,0.359624,0.452107,0.762258,0.748807,0.599965,0.601395,0.381207,0.586956,0.681273,0.618827,0.665954,0.542981,0.765335,0.545145,0.746072,0.596430,0.728570,0.577305,0.585184,0.504476,0.741555,0.622565,0.711591,0.514980,0.690300,0.534106,0.531043,0.679347,0.788359,0.692060,0.670158,0.700995,0.449522,0.640912,0.675016,0.608266,0.563879,0.624165,0.494483,0.685572,0.656115,0.690411,0.710784,0.658539,0.619086,0.533653,0.657319,0.722063,0.530099,0.725337,0.689673,0.571445,0.625100,0.517683,0.471145,0.521802,0.772030,0.743665,0.664409,0.621517,0.707552,0.690696,0.714263
0.387156,0.415705,0.493664,0.523522,0.000000,0.662318,0.604731,0.574291,0.661124,0.169321,0.596371,0.619449,0.592792,0.576756,0.533802,0.647489,0.527622,0.630957,0.678658,0.694495,0.691164,0.662108,0.551331,0.558950,0.565474,0.583094,0.481703,0.557480,0.400784,0.492529,0.561020,0.651430,0.573429,0.416399,0.493090,0.652936,0.543921,0.685008,0.545950,0.534676,0.563170,0.642963,0.524027,0.607664,0.653860,0.402084,0.667926,0.724537,0.598087,0.591775,0.639965,0.508182,0.647518,0.725544,0.556154,0.715802,0.670604,0.696589,0.646278,0.713125,0.541450,0.549130,0.636992,0.598945,0.688538,0.616179,0.585516,0.671029,0.543084,0.745805,0.770501,0.720918,0.687907,0.601346,0.472615,0.596406,0.620745,0.763353,0.682644,0.672030,0.656244,0.661790,0.647490,0.603383,0.698498,0.542716,0.647454,0.597835,0.438093,0.502252,0.591572,0.634891,0.677787,0.722188,0.682027,0.727958,0.654341,0.648322,0.558180,0.733268,0.583513,0.722555,0.527375,0.703820,0.726236,0.649614,0.739541,0.702911,0.594961,0.407878,0.754309,0.529603,0.681949,0.531831,0.664749,0.391250,0.572416,0.591541,0.618605,0.663201,0.668455,0.631158,0.643517,0.629581,0.613859,0.524712,0.611178,0.646605,0.753894,0.664149,0.705977,0.680899,0.642801,0.691356,0.629861,0.538139,0.700574,0.689135,0.704876,0.614138,0.665599,0.730832,0.567547,0.747463,0.767643,0.651890,0.739632,0.733693,0.730601,0.561186,0.585469,0.585019,0.729295,0.720632,0.483968,0.631756,0.649703,0.746177,0.741333,0.676330,0.604446,0.717385,0.791817,0.608112,0.712774,0.725455,0.685582,0.681712,0.805284,0.725624,0.670391,0.508940,0.494466,0.672398,0.660117,0.730482,0.648493,0.640858,0.658797,0.650463,0.717262,0.666946,0.578360,0.684584,0.639878,0.494999,0.798197,0.602566,0.684744,0.605409,0.551112,0.666188,0.623080,0.553770,0.642072,0.705682,0.705091,0.738139,0.716528,0.617470,0.410893,0.727751,0.762627,0.626892,0.600276,0.589680,0.626590,0.676479,0.623450,0.760944,0.589582,0.510078,0.665691,0.601852,0.716644,0.517873,0.640656,0.636210,0.662540,0.601302,0.774665,0.576984,0.631906,0.717892,0.645811,0.652808,0.670649,0.656853,0.689788,0.626151,0.748893,0.750718,0.643572,0.730028,0.653424,0.728476,0.745985,0.744963,0.719469,0.711912,0.611961,0.758834,0.620503,0.751344,0.551162,0.701340,0.584206,0.672905,0.564242,0.717657,0.687168,0.790707,0.830126,0.750318,0.658534,0.719407,0.642821,0.682172,0.770602,0.690651,0.431260,0.493660,0.576862,0.743461,0.666002,0.710543,0.703511,0.622174,0.621664,0.722064,0.725093,0.730384,0.766070,0.789958,0.737833,0.717762,0.643379,0.735551,0.752166,0.644964,0.608268,0.698362,0.710734,0.678955,0.711608,0.687463,0.773187,0.616686,0.648666,0.738909,0.614070,0.669061,0.779074,0.704551,0.654351,0.662661,0.615962,0.713505,0.736751,0.613978,0.589376
0.395867,0.490445,0.462836,0.338879,0.662318,0.000000,0.174013,0.506262,0.528782,0.658719,0.423478,0.401196,0.519085,0.574777,0.693381,0.516365,0.692602,0.249493,0.716217,0.462381,0.228084,0.495907,0.771850,0.679683,0.656621,0.508349,0.650496,0.662491,0.710857,0.725262,0.642967,0.615554,0.680564,0.644560,0.685827,0.533646,0.756536,0.527339,0.617164,0.596687,0.591571,0.698265,0.783846,0.552428,0.530203,0.799095,0.545417,0.496526,0.632005,0.509368,0.595510,0.595119,0.441058,0.475758,0.704339,0.503583,0.693148,0.422890,0.506465,0.653049,0.553710,0.651292,0.686841,0.656642,0.628926,0.466262,0.648118,0.619511,0.625768,0.620422,0.600743,0.690204,0.527854,0.705131,0.556763,0.647978,0.700015,0.733548,0.660985,0.622182,0.656689,0.643544,0.515473,0.624193,0.722242,0.725795,0.652147,0.600662,0.676540,0.561222,0.720470,0.720139,0.492103,0.644338,0.631716,0.518250,0.754104,0.620340,0.796802,0.436395,0.724092,0.653522,0.588063,0.670907,0.621861,0.628289,0.538360,0.485287,0.735372,0.768103,0.492990,0.635712,0.465289,0.577204,0.473690,0.751805,0.686133,0.710779,0.570140,0.520629,0.406268,0.600487,0.703014,0.728492,0.666894,0.750706,0.707120,0.798810,0.507017,0.513827,0.467274,0.460206,0.739981,0.466160,0.658862,0.672944,0.580472,0.617653,0.544567,0.714695,0.769699,0.562484,0.680480,0.644134,0.412675,0.623308,0.558912,0.548586,0.693099,0.720272,0.762824,0.770040,0.611101,0.611861,0.622189,0.449047,0.671334,0.521060,0.460259,0.567437,0.617863,0.561739,0.755822,0.556394,0.460450,0.648915,0.602473,0.750306,0.652599,0.656285,0.786962,0.748989,0.666848,0.710932,0.586955,0.668429,0.502032,0.750958,0.668984,0.697438,0.576418,0.760047,0.636538,0.655424,0.639886,0.532653,0.661227,0.699811,0.691730,0.776542,0.579260,0.590378,0.577123,0.665986,0.631304,0.724464,0.675692,0.576377,0.654578,0.773286,0.731279,0.655745,0.679567,0.743176,0.668895,0.614733,0.666104,0.672818,0.686009,0.466748,0.692382,0.810633,0.761421,0.634921,0.529493,0.779431,0.686712,0.743483,0.611435,0.764671,0.548226,0.793528,0.663975,0.630418,0.737815,0.626854,0.735690,0.714994,0.596926,0.641720,0.485848,0.466867,0.551025,0.525044,0.538968,0.616301,0.520666,0.507840,0.498169,0.573866,0.814795,0.630267,0.625880,0.627645,0.610720,0.612212,0.698945,0.676416,0.683939,0.522520,0.759896,0.619865,0.590634,0.443772,0.755490,0.629886,0.520885,0.476694,0.733031,0.573971,0.806432,0.698617,0.794958,0.556489,0.529247,0.706074,0.744675,0.757989,0.711704,0.608832,0.574539,0.737865,0.666215,0.675277,0.475145,0.690167,0.563368,0.680096,0.590067,0.741611,0.824425,0.635549,0.534709,0.624499,0.710089,0.734356,0.560596,0.788614,0.780154,0.564179,0.621457,0.611848,0.563094,0.534385,0.788024,0.742900,0.700989,0.685578,0.714265,0.800040,0.760337
0.402324,0.445556,0.389564,0.301094,0.604731,0.174013,0.000000,0.570526,0.512077,0.587856,0.435092,0.412890,0.553434,0.554355,0.655876,0.481037,0.646458,0.128940,0.741114,0.457846,0.366366,0.500321,0.741704,0.641905,0.502303,0.522171,0.605990,0.624861,0.704530,0.673228,0.516813,0.560879,0.645190,0.674233,0.632746,0.580392,0.740664,0.531801,0.518491,0.526073,0.606464,0.693115,0.711538,0.538228,0.493227,0.724959,0.605266,0.488546,0.636993,0.475428,0.590325,0.627350,0.447308,0.545721,0.668559,0.461467,0.716186,0.525891,0.438374,0.661458,0.564651,0.608881,0.580010,0.564362,0.658892,0.472312,0.603883,0.608996,0.562733,0.579919,0.611906,0.646651,0.545038,0.666475,0.520891,0.613650,0.705494,0.740986,0.656439,0.618785,0.587118,0.578339,0.504672,0.573844,0.652065,0.664476,0.563091,0.502450,0.527042,0.612385,0.655944,0.743520,0.495684,0.605923,0.600672,0.532875,0.721626,0.541511,0.770140,0.378437,0.630563,0.642247,0.553829,0.803709,0.636082,0.570750,0.550759,0.538053,0.661090,0.749329,0.416959,0.555176,0.451836,0.632915,0.495176,0.723704,0.644187,0.668620,0.588959,0.501892,0.466066,0.634275,0.664388,0.707253,0.633495,0.699750,0.684690,0.749404,0.440618,0.527714,0.481947,0.471155,0.670761,0.508954,0.678127,0.654127,0.523587,0.570226,0.547533,0.692172,0.717288,0.498596,0.633424,0.683258,0.538344,0.595260,0.654034,0.531450,0.658143,0.716246,0.696912,0.765452,0.574893,0.614489,0.567021,0.460317,0.709295,0.469628,0.477358,0.561245,0.578665,0.525674,0.800906,0.563468,0.455644,0.621159,0.749863,0.685941,0.683793,0.731602,0.757306,0.731048,0.626692,0.690845,0.578420,0.639161,0.518158,0.769219,0.606169,0.696849,0.527538,0.733237,0.605936,0.651656,0.641126,0.612240,0.704175,0.614952,0.713967,0.772900,0.670593,0.589099,0.540432,0.631766,0.571737,0.698249,0.727819,0.543536,0.593517,0.717532,0.619013,0.704738,0.738695,0.743823,0.613862,0.577507,0.619186,0.670500,0.642745,0.482138,0.689422,0.752712,0.722251,0.625703,0.496878,0.702160,0.596344,0.700893,0.591401,0.735473,0.582074,0.730075,0.663004,0.568539,0.726473,0.615886,0.717738,0.693769,0.626322,0.623018,0.589240,0.431889,0.584886,0.471118,0.564463,0.606958,0.536806,0.495239,0.448117,0.566088,0.785759,0.763255,0.555302,0.613756,0.557928,0.560336,0.705004,0.629937,0.611893,0.496121,0.745679,0.598271,0.632559,0.491481,0.773849,0.614113,0.596098,0.443606,0.768215,0.589553,0.746379,0.658076,0.722499,0.547577,0.582345,0.665359,0.684651,0.775424,0.695152,0.638116,0.543442,0.662421,0.721910,0.702915,0.428386,0.646268,0.605042,0.750946,0.626167,0.719641,0.755063,0.593929,0.588647,0.596422,0.744866,0.710877,0.518551,0.734694,0.701894,0.533943,0.635277,0.592105,0.552918,0.456926,0.760658,0.762224,0.702841,0.732867,0.651845,0.780533,0.759411
0.442456,0.481718,0.562769,0.417919,0.574291,0.506262,0.570526,0.000000,0.582481,0.572307,0.505459,0.524282,0.558063,0.491805,0.694180,0.670416,0.647040,0.576750,0.644409,0.518948,0.201097,0.575551,0.717526,0.603383,0.739885,0.699931,0.699815,0.606836,0.634713,0.771769,0.705748,0.656029,0.780565,0.525113,0.720959,0.772434,0.669127,0.550372,0.704300,0.664407,0.455654,0.635071,0.759013,0.508485,0.596829,0.710293,0.407695,0.623594,0.634448,0.536358,0.645112,0.576065,0.585232,0.581235,0.661454,0.617853,0.658068,0.555592,0.630894,0.721390,0.400914,0.547077,0.660648,0.675127,0.809723,0.701521,0.546531,0.671425,0.693972,0.700773,0.701459,0.789149,0.561518,0.664621,0.504142,0.612532,0.706945,0.610492,0.739707,0.629839,0.698737,0.779642,0.211451,0.670042,0.793933,0.760724,0.696504,0.758496,0.708923,0.592501,0.656945,0.759547,0.699996,0.668744,0.558684,0.734986,0.695700,0.681639,0.791111,0.660697,0.668440,0.701223,0.592282,0.642798,0.671546,0.624556,0.646676,0.591283,0.683082,0.712855,0.695402,0.691095,0.507146,0.499774,0.627970,0.676830,0.748312,0.725009,0.440878,0.575290,0.590442,0.393562,0.748337,0.699289,0.767298,0.772311,0.730278,0.613489,0.678642,0.531158,0.521790,0.612837,0.782510,0.413857,0.479570,0.583800,0.629311,0.744494,0.522515,0.746650,0.776908,0.685676,0.697194,0.641643,0.439560,0.570336,0.710670,0.549098,0.820047,0.617213,0.638416,0.730762,0.735121,0.618400,0.490896,0.552400,0.612794,0.647351,0.610826,0.547225,0.727945,0.666102,0.700297,0.559403,0.613746,0.732054,0.357677,0.802209,0.731881,0.655576,0.756897,0.758505,0.743807,0.813292,0.781823,0.794240,0.625694,0.670538,0.686120,0.730029,0.698519,0.615975,0.667515,0.523834,0.694856,0.441941,0.557846,0.631391,0.757644,0.714629,0.221068,0.595264,0.767236,0.750347,0.733470,0.777524,0.696825,0.553584,0.784119,0.700719,0.713045,0.773527,0.507310,0.725663,0.806455,0.717895,0.688028,0.640883,0.749906,0.640838,0.772356,0.786570,0.741761,0.599040,0.705113,0.809750,0.753354,0.724597,0.455843,0.711067,0.463358,0.758063,0.681107,0.704675,0.790263,0.430889,0.724740,0.769336,0.470390,0.634559,0.687142,0.609926,0.451722,0.543404,0.418881,0.661281,0.692212,0.714133,0.481610,0.599474,0.804662,0.565107,0.730970,0.734485,0.592963,0.733450,0.700356,0.659698,0.813227,0.721784,0.807593,0.676543,0.824024,0.746180,0.714546,0.567184,0.551008,0.684848,0.691765,0.751902,0.758572,0.672781,0.717040,0.692162,0.357640,0.812083,0.855218,0.747838,0.646006,0.582833,0.606128,0.787388,0.563772,0.565585,0.680048,0.796312,0.476026,0.776701,0.683053,0.782922,0.815634,0.778563,0.608816,0.514256,0.561286,0.783860,0.780187,0.720316,0.736822,0.729934,0.593324,0.665358,0.612110,0.731274,0.796372,0.716472,0.781037,0.632642,0.816310,0.703974,0.616911
0.464042,0.522525,0.511205,0.429790,0.661124,0.528782,0.512077,0.582481,0.000000,0.641029,0.519216,0.551971,0.575344,0.560750,0.727321,0.631290,0.664931,0.560111,0.783524,0.526545,0.591044,0.576535,0.707038,0.644799,0.672989,0.541698,0.670187,0.655379,0.682464,0.743002,0.685210,0.670222,0.817835,0.703523,0.712916,0.666881,0.730776,0.577757,0.671869,0.636903,0.580777,0.670807,0.717731,0.573027,0.652743,0.765062,0.704820,0.517351,0.684812,0.580248,0.655670,0.465962,0.573675,0.579096,0.748642,0.633032,0.737688,0.602529,0.590765,0.664240,0.575069,0.621751,0.693723,0.644444,0.743373,0.604731,0.713953,0.673423,0.663285,0.654638,0.707503,0.656659,0.451752,0.684449,0.573346,0.677818,0.709672,0.788805,0.517309,0.655826,0.753275,0.668455,0.675043,0.579125,0.770534,0.674673,0.618040,0.708987,0.713333,0.574579,0.535167,0.742980,0.630159,0.700149,0.617514,0.616072,0.730192,0.687252,0.722694,0.679029,0.544491,0.648302,0.701660,0.817841,0.666182,0.623401,0.728399,0.584612,0.663236,0.741985,0.651001,0.632269,0.483382,0.634949,0.577660,0.679353,0.731526,0.796537,0.619524,0.642790,0.576991,0.623687,0.775547,0.682864,0.687641,0.768249,0.771667,0.680721,0.597301,0.622511,0.470021,0.567841,0.788016,0.600184,0.744106,0.619600,0.647546,0.713356,0.545774,0.751786,0.745480,0.680142,0.742710,0.660992,0.662612,0.710357,0.722503,0.634902,0.724627,0.646244,0.674731,0.725802,0.791966,0.610283,0.589327,0.551692,0.691525,0.607688,0.522066,0.668270,0.786829,0.623610,0.732516,0.665632,0.660311,0.666325,0.686863,0.804687,0.685800,0.754856,0.777637,0.732782,0.648881,0.773746,0.745405,0.690128,0.553769,0.724971,0.701914,0.658573,0.638057,0.664971,0.702983,0.708534,0.567841,0.684926,0.721311,0.679077,0.757381,0.696493,0.632799,0.572720,0.756732,0.686073,0.741593,0.750868,0.786346,0.601875,0.714621,0.681010,0.685328,0.769957,0.688504,0.659450,0.840347,0.688718,0.781106,0.607622,0.791226,0.527320,0.561101,0.763939,0.726169,0.513828,0.667789,0.793762,0.755751,0.768029,0.701505,0.768557,0.663051,0.744723,0.724281,0.591287,0.724243,0.606624,0.646327,0.831682,0.736487,0.737848,0.717051,0.567675,0.711874,0.615415,0.685267,0.668971,0.641030,0.591304,0.537477,0.538389,0.792849,0.791786,0.765322,0.526841,0.584914,0.594986,0.675514,0.659152,0.736995,0.586507,0.783783,0.652552,0.744743,0.633763,0.797447,0.659790,0.682388,0.682493,0.778527,0.580888,0.769806,0.669886,0.691562,0.602589,0.568051,0.707534,0.825638,0.715031,0.644514,0.711239,0.676162,0.739733,0.756790,0.666026,0.708912,0.691187,0.665431,0.780011,0.691377,0.787293,0.771906,0.707703,0.738653,0.642499,0.755268,0.719102,0.692818,0.691980,0.732826,0.742755,0.672408,0.458418,0.428251,0.567590,0.764463,0.602070,0.774566,0.676563,0.786715,0.714674,0.669907
